id	compound	class	paraphrase	correct	score
6	electron beam	PROD-R	electron beam is  a beam that electrons produce	0	4.703381061553955
6	electron beam	PRODUCTION	electron beam is a beam that produces electrons	0	3.5916929244995117
6	electron beam	CONT-R	electron beam is a beam that contains electrons	0	3.293898105621338
6	electron beam	TOPIC-R	electron beam is a beam that is about electrons	0	3.81173038482666
6	electron beam	LOCATION	electron beam is  a beam that is located in electrons	0	4.549576759338379
6	electron beam	PURPOSE	electron beam is a beam intended for electrons	0	4.73215389251709
7	steel beam	COMP-R	steel beam is a beam that is composed of steel	1	2.779515266418457
7	steel beam	PARTONOMY	steel beam is a beam that is part of steel	0	3.1685855388641357
7	steel beam	USG-R	steel beam is a beam that uses steel	0	3.4405274391174316
7	steel beam	PROD-R	steel beam is  a beam that steel produces	0	5.890583038330078
7	steel beam	PRODUCTION	steel beam is a beam that produces steel	0	4.265799522399902
7	steel beam	CONT-R	steel beam is a beam that contains steel	0	3.742933750152588
7	steel beam	TOPIC-R	steel beam is a beam that is about steel	0	3.915651321411133
7	steel beam	LOCATION	steel beam is  a beam that is located in steel	0	4.625179290771484
7	steel beam	PURPOSE	steel beam is a beam intended for steel	0	4.724590301513672
8	leather belt	COMP-R	leather belt is a belt that is composed of leather	1	2.9473979473114014
8	leather belt	PARTONOMY	leather belt is a belt that is part of leather	0	3.510798692703247
8	leather belt	USG-R	leather belt is a belt that uses leather	0	3.4219372272491455
8	leather belt	PROD-R	leather belt is  a belt that leather produces	0	5.590548992156982
8	leather belt	PRODUCTION	leather belt is a belt that produces leather	0	4.253089427947998
8	leather belt	CONT-R	leather belt is a belt that contains leather	0	3.622713327407837
8	leather belt	TOPIC-R	leather belt is a belt that is about leather	0	4.024752140045166
8	leather belt	LOCATION	leather belt is  a belt that is located in leather	0	4.917194843292236
8	leather belt	PURPOSE	leather belt is a belt intended for leather	0	4.48288106918335
9	concrete block	COMP-R	concrete block is a block that is composed of concrete	1	2.6144320964813232
9	concrete block	PARTONOMY	concrete block is a block that is part of concrete	0	3.0495171546936035
9	concrete block	USG-R	concrete block is a block that uses concrete	0	3.209501266479492
9	concrete block	PROD-R	concrete block is  a block that concrete produces	0	5.4961838722229
9	concrete block	PRODUCTION	concrete block is a block that produces concrete	0	3.3444161415100098
9	concrete block	CONT-R	concrete block is a block that contains concrete	0	3.1687116622924805
9	concrete block	TOPIC-R	concrete block is a block that is about concrete	0	3.7839572429656982
9	concrete block	LOCATION	concrete block is  a block that is located in concrete	0	4.490673542022705
9	concrete block	PURPOSE	concrete block is a block intended for concrete	0	3.749171733856201
10	corn bread	COMP-R	corn bread is a bread that is composed of corn	1	2.929030656814575
10	corn bread	PARTONOMY	corn bread is a bread that is part of corn	0	3.36137056350708
10	corn bread	USG-R	corn bread is a bread that uses corn	0	3.13798451423645
10	corn bread	PROD-R	corn bread is  a bread that corn produces	0	5.502097129821777
10	corn bread	PRODUCTION	corn bread is a bread that produces corn	0	4.360783100128174
10	corn bread	CONT-R	corn bread is a bread that contains corn	0	3.1137475967407227
10	corn bread	TOPIC-R	corn bread is a bread that is about corn	0	3.7034668922424316
10	corn bread	LOCATION	corn bread is  a bread that is located in corn	0	4.791200160980225
10	corn bread	PURPOSE	corn bread is a bread intended for corn	0	4.147256851196289
11	gold bullion	COMP-R	gold bullion is a bullion that is composed of gold	1	2.562481641769409
11	gold bullion	PARTONOMY	gold bullion is a bullion that is part of gold	0	2.9922072887420654
11	gold bullion	USG-R	gold bullion is a bullion that uses gold	0	3.347534418106079
11	gold bullion	PROD-R	gold bullion is  a bullion that gold produces	0	5.074542999267578
11	gold bullion	PRODUCTION	gold bullion is a bullion that produces gold	0	3.7750515937805176
11	gold bullion	CONT-R	gold bullion is a bullion that contains gold	0	2.931225538253784
11	gold bullion	TOPIC-R	gold bullion is a bullion that is about gold	0	3.367696523666382
11	gold bullion	LOCATION	gold bullion is  a bullion that is located in gold	0	4.035743713378906
11	gold bullion	PURPOSE	gold bullion is a bullion intended for gold	0	3.7238762378692627
12	peanut butter	COMP-R	peanut butter is a butter that is composed of peanuts	1	2.9160046577453613
12	peanut butter	PARTONOMY	peanut butter is a butter that is part of peanuts	0	3.653191328048706
12	peanut butter	USG-R	peanut butter is a butter that uses peanuts	0	3.398630142211914
12	peanut butter	PROD-R	peanut butter is  a butter that peanuts produce	0	4.713319301605225
12	peanut butter	PRODUCTION	peanut butter is a butter that produces peanuts	0	4.260587215423584
12	peanut butter	CONT-R	peanut butter is a butter that contains peanuts	0	3.189345121383667
12	peanut butter	TOPIC-R	peanut butter is a butter that is about peanuts	0	4.017876625061035
12	peanut butter	LOCATION	peanut butter is  a butter that is located in peanuts	0	4.474468231201172
12	peanut butter	PURPOSE	peanut butter is a butter intended for peanuts	0	4.23719596862793
13	rice cake	COMP-R	rice cake is a cake that is composed of rice	1	2.7435808181762695
13	rice cake	PARTONOMY	rice cake is a cake that is part of rice	0	3.4017205238342285
13	rice cake	USG-R	rice cake is a cake that uses rice	0	2.9685275554656982
13	rice cake	PROD-R	rice cake is  a cake that rice produces	0	5.433197975158691
13	rice cake	PRODUCTION	rice cake is a cake that produces rice	0	4.239093780517578
13	rice cake	CONT-R	rice cake is a cake that contains rice	0	3.052046775817871
13	rice cake	TOPIC-R	rice cake is a cake that is about rice	0	3.7268028259277344
13	rice cake	LOCATION	rice cake is  a cake that is located in rice	0	4.700168609619141
13	rice cake	PURPOSE	rice cake is a cake intended for rice	0	4.067615032196045
14	apple cake	COMP-R	apple cake is a cake that is composed of apples	1	2.6259520053863525
14	apple cake	PARTONOMY	apple cake is a cake that is part of apples	0	3.4404220581054688
14	apple cake	USG-R	apple cake is a cake that uses apples	0	2.852363348007202
14	apple cake	PROD-R	apple cake is  a cake that apples produce	0	5.570313453674316
14	apple cake	PRODUCTION	apple cake is a cake that produces apples	0	3.920309066772461
14	apple cake	CONT-R	apple cake is a cake that contains apples	0	2.840824604034424
14	apple cake	TOPIC-R	apple cake is a cake that is about apples	0	3.394641876220703
14	apple cake	LOCATION	apple cake is  a cake that is located in apples	0	4.944282531738281
14	apple cake	PURPOSE	apple cake is a cake intended for apples	0	4.238887786865234
15	crab cake	COMP-R	crab cake is a cake that is composed of crabs	1	3.458331823348999
15	crab cake	PARTONOMY	crab cake is a cake that is part of crabs	0	4.011382102966309
15	crab cake	USG-R	crab cake is a cake that uses crabs	0	4.029764652252197
15	crab cake	PROD-R	crab cake is  a cake that crabs produce	0	5.7417755126953125
15	crab cake	PRODUCTION	crab cake is a cake that produces crabs	0	4.573675632476807
15	crab cake	CONT-R	crab cake is a cake that contains crabs	0	3.879377841949463
15	crab cake	TOPIC-R	crab cake is a cake that is about crabs	0	4.146804332733154
15	crab cake	LOCATION	crab cake is  a cake that is located in crabs	0	5.104394435882568
15	crab cake	PURPOSE	crab cake is a cake intended for crabs	0	4.446082592010498
16	ice cap	COMP-R	ice cap is a cap that is composed of ice	1	3.3955631256103516
16	ice cap	PARTONOMY	ice cap is a cap that is part of ice	0	3.726356029510498
16	ice cap	USG-R	ice cap is a cap that uses ice	0	4.235450744628906
16	ice cap	PROD-R	ice cap is  a cap that ice produces	0	5.881144046783447
16	ice cap	PRODUCTION	ice cap is a cap that produces ice	0	4.369449138641357
16	ice cap	CONT-R	ice cap is a cap that contains ice	0	4.077094554901123
16	ice cap	TOPIC-R	ice cap is a cap that is about ice	0	4.370885848999023
16	ice cap	LOCATION	ice cap is  a cap that is located in ice	0	4.822406768798828
16	ice cap	PURPOSE	ice cap is a cap intended for ice	0	4.80577278137207
17	silicon chip	COMP-R	silicon chip is a chip that is composed of silicon	1	2.6458301544189453
17	silicon chip	PARTONOMY	silicon chip is a chip that is part of silicon	0	3.299978017807007
17	silicon chip	USG-R	silicon chip is a chip that uses silicon	0	3.0060479640960693
17	silicon chip	PROD-R	silicon chip is  a chip that silicon produces	0	5.249614238739014
17	silicon chip	PRODUCTION	silicon chip is a chip that produces silicon	0	3.8310773372650146
17	silicon chip	CONT-R	silicon chip is a chip that contains silicon	0	3.236631393432617
17	silicon chip	TOPIC-R	silicon chip is a chip that is about silicon	0	3.665073871612549
17	silicon chip	LOCATION	silicon chip is  a chip that is located in silicon	0	4.161623477935791
17	silicon chip	PURPOSE	silicon chip is a chip intended for silicon	0	3.9202139377593994
18	apple cider	COMP-R	apple cider is a cider that is composed of apples	1	3.2526307106018066
18	apple cider	PARTONOMY	apple cider is a cider that is part of apples	0	3.8528568744659424
18	apple cider	USG-R	apple cider is a cider that uses apples	0	3.639397621154785
18	apple cider	PROD-R	apple cider is  a cider that apples produce	0	5.462587833404541
18	apple cider	PRODUCTION	apple cider is a cider that produces apples	0	4.396572113037109
18	apple cider	CONT-R	apple cider is a cider that contains apples	0	3.749544143676758
18	apple cider	TOPIC-R	apple cider is a cider that is about apples	0	4.299143314361572
18	apple cider	LOCATION	apple cider is  a cider that is located in apples	0	4.8956990242004395
18	apple cider	PURPOSE	apple cider is a cider intended for apples	0	5.042952537536621
19	fur coat	COMP-R	fur coat is a coat that is composed of fur	1	2.9325621128082275
19	fur coat	PARTONOMY	fur coat is a coat that is part of fur	0	3.386608123779297
19	fur coat	USG-R	fur coat is a coat that uses fur	0	3.4238133430480957
19	fur coat	PROD-R	fur coat is  a coat that fur produces	0	5.7380876541137695
19	fur coat	PRODUCTION	fur coat is a coat that produces fur	0	4.260435104370117
19	fur coat	CONT-R	fur coat is a coat that contains fur	0	3.5239062309265137
19	fur coat	TOPIC-R	fur coat is a coat that is about fur	0	3.9961564540863037
19	fur coat	LOCATION	fur coat is  a coat that is located in fur	0	5.015277862548828
19	fur coat	PURPOSE	fur coat is a coat intended for fur	0	4.4244489669799805
20	drug cocktail	COMP-R	drug cocktail is a cocktail that is composed of drugs	1	3.158259630203247
20	drug cocktail	PARTONOMY	drug cocktail is a cocktail that is part of drugs	0	3.901869058609009
20	drug cocktail	USG-R	drug cocktail is a cocktail that uses drugs	0	3.9743945598602295
20	drug cocktail	PROD-R	drug cocktail is  a cocktail that drugs produce	0	5.85129451751709
20	drug cocktail	PRODUCTION	drug cocktail is a cocktail that produces drugs	0	4.769526958465576
20	drug cocktail	CONT-R	drug cocktail is a cocktail that contains drugs	0	3.557035446166992
20	drug cocktail	TOPIC-R	drug cocktail is a cocktail that is about drugs	0	4.319681167602539
20	drug cocktail	LOCATION	drug cocktail is  a cocktail that is located in drugs	0	5.429624080657959
20	drug cocktail	PURPOSE	drug cocktail is a cocktail intended for drugs	0	4.768237590789795
21	gold coin	COMP-R	gold coin is a coin that is composed of gold	1	3.0415775775909424
21	gold coin	PARTONOMY	gold coin is a coin that is part of gold	0	3.401721954345703
21	gold coin	USG-R	gold coin is a coin that uses gold	0	3.9702136516571045
21	gold coin	PROD-R	gold coin is  a coin that gold produces	0	5.497106552124023
21	gold coin	PRODUCTION	gold coin is a coin that produces gold	0	4.0562639236450195
21	gold coin	CONT-R	gold coin is a coin that contains gold	0	3.5099687576293945
21	gold coin	TOPIC-R	gold coin is a coin that is about gold	0	4.04261589050293
21	gold coin	LOCATION	gold coin is  a coin that is located in gold	0	4.731475353240967
21	gold coin	PURPOSE	gold coin is a coin intended for gold	0	4.388925075531006
22	sugar cube	COMP-R	sugar cube is a cube that is composed of sugar	1	3.4013257026672363
22	sugar cube	PARTONOMY	sugar cube is a cube that is part of sugar	0	3.702335834503174
22	sugar cube	USG-R	sugar cube is a cube that uses sugar	0	4.179690837860107
22	sugar cube	PROD-R	sugar cube is  a cube that sugar produces	0	5.666276931762695
22	sugar cube	PRODUCTION	sugar cube is a cube that produces sugar	0	4.2563300132751465
22	sugar cube	CONT-R	sugar cube is a cube that contains sugar	0	3.785738706588745
22	sugar cube	TOPIC-R	sugar cube is a cube that is about sugar	0	4.244572639465332
22	sugar cube	LOCATION	sugar cube is  a cube that is located in sugar	0	4.905930519104004
22	sugar cube	PURPOSE	sugar cube is a cube intended for sugar	0	4.707206726074219
23	cloth diaper	COMP-R	cloth diaper is a diaper that is composed of cloth	1	2.4704692363739014
23	cloth diaper	PARTONOMY	cloth diaper is a diaper that is part of cloth	0	3.0642170906066895
23	cloth diaper	USG-R	cloth diaper is a diaper that uses cloth	0	2.831461191177368
23	cloth diaper	PROD-R	cloth diaper is  a diaper that cloth produces	0	5.850883483886719
23	cloth diaper	PRODUCTION	cloth diaper is a diaper that produces cloth	0	4.344628810882568
23	cloth diaper	CONT-R	cloth diaper is a diaper that contains cloth	0	3.247979164123535
23	cloth diaper	TOPIC-R	cloth diaper is a diaper that is about cloth	0	3.7858495712280273
23	cloth diaper	LOCATION	cloth diaper is  a diaper that is located in cloth	0	4.494081974029541
23	cloth diaper	PURPOSE	cloth diaper is a diaper intended for cloth	0	3.759416103363037
24	rag doll	COMP-R	rag doll is a doll that is composed of rag	1	3.42940616607666
24	rag doll	PARTONOMY	rag doll is a doll that is part of rag	0	3.6201815605163574
24	rag doll	USG-R	rag doll is a doll that uses rag	0	4.360404014587402
24	rag doll	PROD-R	rag doll is  a doll that rag produces	0	6.313039779663086
24	rag doll	PRODUCTION	rag doll is a doll that produces rag	0	4.991422653198242
24	rag doll	CONT-R	rag doll is a doll that contains rag	0	4.46169900894165
24	rag doll	TOPIC-R	rag doll is a doll that is about rag	0	4.135467529296875
24	rag doll	LOCATION	rag doll is  a doll that is located in rag	0	5.245761394500732
24	rag doll	PURPOSE	rag doll is a doll intended for rag	0	5.025802135467529
25	fruit drink	COMP-R	fruit drink is a drink that is composed of fruits	1	3.118971347808838
25	fruit drink	PARTONOMY	fruit drink is a drink that is part of fruits	0	3.8652870655059814
25	fruit drink	USG-R	fruit drink is a drink that uses fruits	0	3.8592934608459473
25	fruit drink	PROD-R	fruit drink is  a drink that fruits produce	0	5.58293342590332
25	fruit drink	PRODUCTION	fruit drink is a drink that produces fruits	0	4.589812755584717
25	fruit drink	CONT-R	fruit drink is a drink that contains fruits	0	3.5632288455963135
25	fruit drink	TOPIC-R	fruit drink is a drink that is about fruits	0	4.347929000854492
25	fruit drink	LOCATION	fruit drink is  a drink that is located in fruits	0	5.1638617515563965
25	fruit drink	PURPOSE	fruit drink is a drink intended for fruits	0	5.078169822692871
26	water drop	COMP-R	water drop is a drop that is composed of water	1	3.436098575592041
26	water drop	PARTONOMY	water drop is a drop that is part of water	0	3.7004127502441406
26	water drop	USG-R	water drop is a drop that uses water	0	4.425638198852539
26	water drop	PROD-R	water drop is  a drop that water produces	0	5.784218788146973
26	water drop	PRODUCTION	water drop is a drop that produces water	0	4.332016944885254
26	water drop	CONT-R	water drop is a drop that contains water	0	3.8896610736846924
26	water drop	TOPIC-R	water drop is a drop that is about water	0	4.419567108154297
26	water drop	LOCATION	water drop is  a drop that is located in water	0	4.903083324432373
26	water drop	PURPOSE	water drop is a drop intended for water	0	4.975058555603027
27	steel drum	COMP-R	steel drum is a drum that is composed of steel	1	3.1091105937957764
27	steel drum	PARTONOMY	steel drum is a drum that is part of steel	0	3.5459413528442383
27	steel drum	USG-R	steel drum is a drum that uses steel	0	3.515076160430908
27	steel drum	PROD-R	steel drum is  a drum that steel produces	0	6.085790634155273
27	steel drum	PRODUCTION	steel drum is a drum that produces steel	0	4.565505027770996
27	steel drum	CONT-R	steel drum is a drum that contains steel	0	3.968492031097412
27	steel drum	TOPIC-R	steel drum is a drum that is about steel	0	4.327552795410156
27	steel drum	LOCATION	steel drum is  a drum that is located in steel	0	4.978414535522461
27	steel drum	PURPOSE	steel drum is a drum intended for steel	0	4.491147994995117
28	diamond earring	COMP-R	diamond earring is an earring that is composed of diamond	1	2.4795169830322266
28	diamond earring	PARTONOMY	diamond earring is an earring that is part of diamond	0	2.7143630981445312
28	diamond earring	USG-R	diamond earring is an earring that uses diamond	0	2.8202176094055176
28	diamond earring	PROD-R	diamond earring is  an earring that diamond produces	0	4.45512580871582
28	diamond earring	PRODUCTION	diamond earring is an earring that produces diamond	0	3.2602760791778564
28	diamond earring	CONT-R	diamond earring is an earring that contains diamond	0	2.712742567062378
28	diamond earring	TOPIC-R	diamond earring is an earring that is about diamond	0	3.0990676879882812
28	diamond earring	LOCATION	diamond earring is  an earring that is located in diamond	0	3.745018243789673
28	diamond earring	PURPOSE	diamond earring is an earring intended for diamond	0	3.7324464321136475
29	carbon fiber	COMP-R	carbon fiber is a fiber that is composed of carbon	1	2.426534414291382
29	carbon fiber	PARTONOMY	carbon fiber is a fiber that is part of carbon	0	3.2640888690948486
29	carbon fiber	USG-R	carbon fiber is a fiber that uses carbon	0	3.1025893688201904
29	carbon fiber	PROD-R	carbon fiber is  a fiber that carbon produces	0	5.395219802856445
29	carbon fiber	PRODUCTION	carbon fiber is a fiber that produces carbon	0	3.796334743499756
29	carbon fiber	CONT-R	carbon fiber is a fiber that contains carbon	0	3.13895845413208
29	carbon fiber	TOPIC-R	carbon fiber is a fiber that is about carbon	0	3.6263022422790527
29	carbon fiber	LOCATION	carbon fiber is  a fiber that is located in carbon	0	4.708706855773926
29	carbon fiber	PURPOSE	carbon fiber is a fiber intended for carbon	0	4.32302713394165
30	glass fiber	COMP-R	glass fiber is a fiber that is composed of glass	1	2.7293310165405273
30	glass fiber	PARTONOMY	glass fiber is a fiber that is part of glass	0	3.5039658546447754
30	glass fiber	USG-R	glass fiber is a fiber that uses glass	0	3.466552734375
30	glass fiber	PROD-R	glass fiber is  a fiber that glass produces	0	5.948319911956787
30	glass fiber	PRODUCTION	glass fiber is a fiber that produces glass	0	4.2265753746032715
30	glass fiber	CONT-R	glass fiber is a fiber that contains glass	0	3.4925425052642822
30	glass fiber	TOPIC-R	glass fiber is a fiber that is about glass	0	4.239398956298828
30	glass fiber	LOCATION	glass fiber is  a fiber that is located in glass	0	4.981869697570801
30	glass fiber	PURPOSE	glass fiber is a fiber intended for glass	0	4.648252487182617
31	metal file	COMP-R	metal file is a file that is composed of metal	1	3.352365255355835
31	metal file	PARTONOMY	metal file is a file that is part of metal	0	3.923597574234009
31	metal file	USG-R	metal file is a file that uses metal	0	3.97910213470459
31	metal file	PROD-R	metal file is  a file that metal produces	0	6.284758567810059
31	metal file	PRODUCTION	metal file is a file that produces metal	0	4.5707197189331055
31	metal file	CONT-R	metal file is a file that contains metal	0	3.9643046855926514
31	metal file	TOPIC-R	metal file is a file that is about metal	0	4.318347930908203
31	metal file	LOCATION	metal file is  a file that is located in metal	0	4.883810997009277
31	metal file	PURPOSE	metal file is a file intended for metal	0	4.2145161628723145
32	steel girder	COMP-R	steel girder is a girder that is composed of steel	1	2.6072375774383545
32	steel girder	PARTONOMY	steel girder is a girder that is part of steel	0	3.2023701667785645
32	steel girder	USG-R	steel girder is a girder that uses steel	0	3.043764591217041
32	steel girder	PROD-R	steel girder is  a girder that steel produces	0	5.28558874130249
32	steel girder	PRODUCTION	steel girder is a girder that produces steel	0	4.097808361053467
32	steel girder	CONT-R	steel girder is a girder that contains steel	0	3.3715100288391113
32	steel girder	TOPIC-R	steel girder is a girder that is about steel	0	3.6812331676483154
32	steel girder	LOCATION	steel girder is  a girder that is located in steel	0	4.158030033111572
32	steel girder	PURPOSE	steel girder is a girder intended for steel	0	4.046002388000488
33	latex glove	COMP-R	latex glove is a glove that is composed of latex	1	2.896713972091675
33	latex glove	PARTONOMY	latex glove is a glove that is part of latex	0	3.459954023361206
33	latex glove	USG-R	latex glove is a glove that uses latex	0	3.365334987640381
33	latex glove	PROD-R	latex glove is  a glove that latex produces	0	5.550762176513672
33	latex glove	PRODUCTION	latex glove is a glove that produces latex	0	4.214443683624268
33	latex glove	CONT-R	latex glove is a glove that contains latex	0	3.5341644287109375
33	latex glove	TOPIC-R	latex glove is a glove that is about latex	0	3.935767650604248
33	latex glove	LOCATION	latex glove is  a glove that is located in latex	0	4.721324920654297
33	latex glove	PURPOSE	latex glove is a glove intended for latex	0	4.238590717315674
34	silicone implant	COMP-R	silicone implant is an implant that is composed of silicone	1	2.9355318546295166
34	silicone implant	PARTONOMY	silicone implant is an implant that is part of silicone	0	3.6862447261810303
34	silicone implant	USG-R	silicone implant is an implant that uses silicone	0	3.587186336517334
34	silicone implant	PROD-R	silicone implant is  an implant that silicone produces	0	5.937391757965088
34	silicone implant	PRODUCTION	silicone implant is an implant that produces silicone	0	4.354808807373047
34	silicone implant	CONT-R	silicone implant is an implant that contains silicone	0	3.5771007537841797
34	silicone implant	TOPIC-R	silicone implant is an implant that is about silicone	0	4.29302453994751
34	silicone implant	LOCATION	silicone implant is  an implant that is located in silicone	0	4.84727668762207
34	silicone implant	PURPOSE	silicone implant is an implant intended for silicone	0	4.673387050628662
35	leather jacket	COMP-R	leather jacket is a jacket that is composed of leather	1	2.7476086616516113
35	leather jacket	PARTONOMY	leather jacket is a jacket that is part of leather	0	3.3193917274475098
35	leather jacket	USG-R	leather jacket is a jacket that uses leather	0	3.38814377784729
35	leather jacket	PROD-R	leather jacket is  a jacket that leather produces	0	5.509645938873291
35	leather jacket	PRODUCTION	leather jacket is a jacket that produces leather	0	4.100218296051025
35	leather jacket	CONT-R	leather jacket is a jacket that contains leather	0	3.5347933769226074
35	leather jacket	TOPIC-R	leather jacket is a jacket that is about leather	0	3.8097636699676514
35	leather jacket	LOCATION	leather jacket is  a jacket that is located in leather	0	4.9050679206848145
35	leather jacket	PURPOSE	leather jacket is a jacket intended for leather	0	4.155191421508789
36	tweed jacket	COMP-R	tweed jacket is a jacket that is composed of tweed	1	3.0965793132781982
36	tweed jacket	PARTONOMY	tweed jacket is a jacket that is part of tweed	0	3.367264986038208
36	tweed jacket	USG-R	tweed jacket is a jacket that uses tweed	0	3.6014039516448975
36	tweed jacket	PROD-R	tweed jacket is  a jacket that tweed produces	0	5.555001258850098
36	tweed jacket	PRODUCTION	tweed jacket is a jacket that produces tweed	0	4.35817813873291
36	tweed jacket	CONT-R	tweed jacket is a jacket that contains tweed	0	3.7856788635253906
36	tweed jacket	TOPIC-R	tweed jacket is a jacket that is about tweed	0	3.995751142501831
36	tweed jacket	LOCATION	tweed jacket is  a jacket that is located in tweed	0	4.920162200927734
36	tweed jacket	PURPOSE	tweed jacket is a jacket intended for tweed	0	4.32662296295166
37	grape juice	COMP-R	grape juice is a juice that is composed of grapes	1	3.0423171520233154
37	grape juice	PARTONOMY	grape juice is a juice that is part of grapes	0	3.5975990295410156
37	grape juice	USG-R	grape juice is a juice that uses grapes	0	3.627767562866211
37	grape juice	PROD-R	grape juice is  a juice that grapes produce	0	4.817195415496826
37	grape juice	PRODUCTION	grape juice is a juice that produces grapes	0	4.170416355133057
37	grape juice	CONT-R	grape juice is a juice that contains grapes	0	3.40494966506958
37	grape juice	TOPIC-R	grape juice is a juice that is about grapes	0	4.006483554840088
37	grape juice	LOCATION	grape juice is  a juice that is located in grapes	0	4.6027374267578125
37	grape juice	PURPOSE	grape juice is a juice intended for grapes	0	4.5470476150512695
38	apple juice	COMP-R	apple juice is a juice that is composed of apples	1	2.9683024883270264
38	apple juice	PARTONOMY	apple juice is a juice that is part of apples	0	3.6668989658355713
38	apple juice	USG-R	apple juice is a juice that uses apples	0	3.6499290466308594
38	apple juice	PROD-R	apple juice is  a juice that apples produce	0	4.8969244956970215
