id	compound	class	paraphrase	correct	score
13	rice cake	USG-R	rice cake is a cake that uses rice	0	4.80100679397583
13	rice cake	PROD-R	rice cake is  a cake that rice produces	0	6.831733703613281
13	rice cake	PRODUCTION	rice cake is a cake that produces rice	0	6.1494526863098145
13	rice cake	CONT-R	rice cake is a cake that contains rice	0	4.907119274139404
13	rice cake	TOPIC-R	rice cake is a cake that is about rice	0	5.62772274017334
13	rice cake	LOCATION	rice cake is  a cake that is located in rice	0	5.480016708374023
13	rice cake	PURPOSE	rice cake is a cake intended for rice	0	6.0789899826049805
14	apple cake	COMP-R	apple cake is a cake that is composed of apples	1	3.663421154022217
14	apple cake	PARTONOMY	apple cake is a cake that is part of apples	0	4.635726451873779
14	apple cake	USG-R	apple cake is a cake that uses apples	0	3.7704522609710693
14	apple cake	PROD-R	apple cake is  a cake that apples produce	0	5.964663982391357
14	apple cake	PRODUCTION	apple cake is a cake that produces apples	0	5.050540924072266
14	apple cake	CONT-R	apple cake is a cake that contains apples	0	3.852328062057495
14	apple cake	TOPIC-R	apple cake is a cake that is about apples	0	4.808534145355225
14	apple cake	LOCATION	apple cake is  a cake that is located in apples	0	4.87891960144043
14	apple cake	PURPOSE	apple cake is a cake intended for apples	0	5.280035018920898
15	crab cake	COMP-R	crab cake is a cake that is composed of crabs	1	4.102482795715332
15	crab cake	PARTONOMY	crab cake is a cake that is part of crabs	0	4.522147178649902
15	crab cake	USG-R	crab cake is a cake that uses crabs	0	4.543482303619385
15	crab cake	PROD-R	crab cake is  a cake that crabs produce	0	5.553722381591797
15	crab cake	PRODUCTION	crab cake is a cake that produces crabs	0	5.048128128051758
15	crab cake	CONT-R	crab cake is a cake that contains crabs	0	4.473137855529785
15	crab cake	TOPIC-R	crab cake is a cake that is about crabs	0	4.724300861358643
15	crab cake	LOCATION	crab cake is  a cake that is located in crabs	0	4.836091041564941
15	crab cake	PURPOSE	crab cake is a cake intended for crabs	0	4.858407497406006
16	ice cap	COMP-R	ice cap is a cap that is composed of ice	1	4.920565128326416
16	ice cap	PARTONOMY	ice cap is a cap that is part of ice	0	5.759170055389404
16	ice cap	USG-R	ice cap is a cap that uses ice	0	6.9058074951171875
16	ice cap	PROD-R	ice cap is  a cap that ice produces	0	7.63916540145874
16	ice cap	PRODUCTION	ice cap is a cap that produces ice	0	6.839198112487793
16	ice cap	CONT-R	ice cap is a cap that contains ice	0	6.305657863616943
16	ice cap	TOPIC-R	ice cap is a cap that is about ice	0	6.6143317222595215
16	ice cap	LOCATION	ice cap is  a cap that is located in ice	0	6.188865661621094
16	ice cap	PURPOSE	ice cap is a cap intended for ice	0	7.113899230957031
17	silicon chip	COMP-R	silicon chip is a chip that is composed of silicon	1	3.3936586380004883
17	silicon chip	PARTONOMY	silicon chip is a chip that is part of silicon	0	4.027484893798828
17	silicon chip	USG-R	silicon chip is a chip that uses silicon	0	3.8534958362579346
17	silicon chip	PROD-R	silicon chip is  a chip that silicon produces	0	5.585784912109375
17	silicon chip	PRODUCTION	silicon chip is a chip that produces silicon	0	4.706153392791748
17	silicon chip	CONT-R	silicon chip is a chip that contains silicon	0	3.7598443031311035
17	silicon chip	TOPIC-R	silicon chip is a chip that is about silicon	0	4.51654052734375
17	silicon chip	LOCATION	silicon chip is  a chip that is located in silicon	0	4.50075101852417
17	silicon chip	PURPOSE	silicon chip is a chip intended for silicon	0	4.848668575286865
18	apple cider	COMP-R	apple cider is a cider that is composed of apples	1	3.484565496444702
18	apple cider	PARTONOMY	apple cider is a cider that is part of apples	0	4.085550308227539
18	apple cider	USG-R	apple cider is a cider that uses apples	0	3.7458415031433105
18	apple cider	PROD-R	apple cider is  a cider that apples produce	0	5.063331604003906
18	apple cider	PRODUCTION	apple cider is a cider that produces apples	0	4.415485858917236
18	apple cider	CONT-R	apple cider is a cider that contains apples	0	3.998518705368042
18	apple cider	TOPIC-R	apple cider is a cider that is about apples	0	4.537816047668457
18	apple cider	LOCATION	apple cider is  a cider that is located in apples	0	4.355523109436035
18	apple cider	PURPOSE	apple cider is a cider intended for apples	0	4.931424140930176
19	fur coat	COMP-R	fur coat is a coat that is composed of fur	1	4.6875786781311035
19	fur coat	PARTONOMY	fur coat is a coat that is part of fur	0	5.223698616027832
19	fur coat	USG-R	fur coat is a coat that uses fur	0	5.526627063751221
19	fur coat	PROD-R	fur coat is  a coat that fur produces	0	6.9740777015686035
19	fur coat	PRODUCTION	fur coat is a coat that produces fur	0	6.465930938720703
19	fur coat	CONT-R	fur coat is a coat that contains fur	0	5.801989555358887
19	fur coat	TOPIC-R	fur coat is a coat that is about fur	0	5.966027736663818
19	fur coat	LOCATION	fur coat is  a coat that is located in fur	0	5.833179950714111
19	fur coat	PURPOSE	fur coat is a coat intended for fur	0	6.1488938331604
20	drug cocktail	COMP-R	drug cocktail is a cocktail that is composed of drugs	1	3.9655094146728516
20	drug cocktail	PARTONOMY	drug cocktail is a cocktail that is part of drugs	0	4.764350891113281
20	drug cocktail	USG-R	drug cocktail is a cocktail that uses drugs	0	4.5810675621032715
20	drug cocktail	PROD-R	drug cocktail is  a cocktail that drugs produce	0	5.8735809326171875
20	drug cocktail	PRODUCTION	drug cocktail is a cocktail that produces drugs	0	5.456798076629639
20	drug cocktail	CONT-R	drug cocktail is a cocktail that contains drugs	0	4.398573398590088
20	drug cocktail	TOPIC-R	drug cocktail is a cocktail that is about drugs	0	4.820011138916016
20	drug cocktail	LOCATION	drug cocktail is  a cocktail that is located in drugs	0	5.303269386291504
20	drug cocktail	PURPOSE	drug cocktail is a cocktail intended for drugs	0	5.339592933654785
21	gold coin	COMP-R	gold coin is a coin that is composed of gold	1	3.9110260009765625
21	gold coin	PARTONOMY	gold coin is a coin that is part of gold	0	4.7408270835876465
21	gold coin	USG-R	gold coin is a coin that uses gold	0	4.995414733886719
21	gold coin	PROD-R	gold coin is  a coin that gold produces	0	6.493243217468262
21	gold coin	PRODUCTION	gold coin is a coin that produces gold	0	5.5071120262146
21	gold coin	CONT-R	gold coin is a coin that contains gold	0	4.6599884033203125
21	gold coin	TOPIC-R	gold coin is a coin that is about gold	0	5.1549272537231445
21	gold coin	LOCATION	gold coin is  a coin that is located in gold	0	5.503546237945557
21	gold coin	PURPOSE	gold coin is a coin intended for gold	0	5.775418281555176
22	sugar cube	COMP-R	sugar cube is a cube that is composed of sugar	1	3.5503547191619873
22	sugar cube	PARTONOMY	sugar cube is a cube that is part of sugar	0	4.425498008728027
22	sugar cube	USG-R	sugar cube is a cube that uses sugar	0	4.618789196014404
22	sugar cube	PROD-R	sugar cube is  a cube that sugar produces	0	5.577573299407959
22	sugar cube	PRODUCTION	sugar cube is a cube that produces sugar	0	4.780440807342529
22	sugar cube	CONT-R	sugar cube is a cube that contains sugar	0	3.982229232788086
22	sugar cube	TOPIC-R	sugar cube is a cube that is about sugar	0	4.680171489715576
22	sugar cube	LOCATION	sugar cube is  a cube that is located in sugar	0	4.8038554191589355
22	sugar cube	PURPOSE	sugar cube is a cube intended for sugar	0	4.995563507080078
23	cloth diaper	COMP-R	cloth diaper is a diaper that is composed of cloth	1	3.132066488265991
23	cloth diaper	PARTONOMY	cloth diaper is a diaper that is part of cloth	0	3.6797962188720703
23	cloth diaper	USG-R	cloth diaper is a diaper that uses cloth	0	3.559331178665161
23	cloth diaper	PROD-R	cloth diaper is  a diaper that cloth produces	0	5.6344313621521
23	cloth diaper	PRODUCTION	cloth diaper is a diaper that produces cloth	0	4.6661577224731445
23	cloth diaper	CONT-R	cloth diaper is a diaper that contains cloth	0	3.9046597480773926
23	cloth diaper	TOPIC-R	cloth diaper is a diaper that is about cloth	0	4.282801151275635
23	cloth diaper	LOCATION	cloth diaper is  a diaper that is located in cloth	0	4.453576564788818
23	cloth diaper	PURPOSE	cloth diaper is a diaper intended for cloth	0	4.195659637451172
24	rag doll	COMP-R	rag doll is a doll that is composed of rag	1	4.729074001312256
24	rag doll	PARTONOMY	rag doll is a doll that is part of rag	0	5.083873271942139
24	rag doll	USG-R	rag doll is a doll that uses rag	0	5.79878044128418
24	rag doll	PROD-R	rag doll is  a doll that rag produces	0	7.077703475952148
24	rag doll	PRODUCTION	rag doll is a doll that produces rag	0	6.308274745941162
24	rag doll	CONT-R	rag doll is a doll that contains rag	0	6.093033790588379
24	rag doll	TOPIC-R	rag doll is a doll that is about rag	0	5.5183868408203125
24	rag doll	LOCATION	rag doll is  a doll that is located in rag	0	5.464748859405518
24	rag doll	PURPOSE	rag doll is a doll intended for rag	0	6.077286720275879
25	fruit drink	COMP-R	fruit drink is a drink that is composed of fruits	1	4.223975658416748
25	fruit drink	PARTONOMY	fruit drink is a drink that is part of fruits	0	5.360801696777344
25	fruit drink	USG-R	fruit drink is a drink that uses fruits	0	4.983366966247559
25	fruit drink	PROD-R	fruit drink is  a drink that fruits produce	0	6.67608642578125
25	fruit drink	PRODUCTION	fruit drink is a drink that produces fruits	0	6.1163129806518555
25	fruit drink	CONT-R	fruit drink is a drink that contains fruits	0	4.672014236450195
25	fruit drink	TOPIC-R	fruit drink is a drink that is about fruits	0	5.582367897033691
25	fruit drink	LOCATION	fruit drink is  a drink that is located in fruits	0	5.755520343780518
25	fruit drink	PURPOSE	fruit drink is a drink intended for fruits	0	6.756293773651123
26	water drop	COMP-R	water drop is a drop that is composed of water	1	4.506566047668457
26	water drop	PARTONOMY	water drop is a drop that is part of water	0	4.74540376663208
26	water drop	USG-R	water drop is a drop that uses water	0	5.832118511199951
26	water drop	PROD-R	water drop is  a drop that water produces	0	6.372669696807861
26	water drop	PRODUCTION	water drop is a drop that produces water	0	6.0896501541137695
26	water drop	CONT-R	water drop is a drop that contains water	0	5.3229851722717285
26	water drop	TOPIC-R	water drop is a drop that is about water	0	5.507688045501709
26	water drop	LOCATION	water drop is  a drop that is located in water	0	5.317279815673828
26	water drop	PURPOSE	water drop is a drop intended for water	0	6.0617218017578125
27	steel drum	COMP-R	steel drum is a drum that is composed of steel	1	4.3444929122924805
27	steel drum	PARTONOMY	steel drum is a drum that is part of steel	0	4.446558475494385
27	steel drum	USG-R	steel drum is a drum that uses steel	0	4.9112749099731445
27	steel drum	PROD-R	steel drum is  a drum that steel produces	0	7.041616916656494
27	steel drum	PRODUCTION	steel drum is a drum that produces steel	0	5.583271026611328
27	steel drum	CONT-R	steel drum is a drum that contains steel	0	5.512742519378662
27	steel drum	TOPIC-R	steel drum is a drum that is about steel	0	5.780518054962158
27	steel drum	LOCATION	steel drum is  a drum that is located in steel	0	5.538355350494385
27	steel drum	PURPOSE	steel drum is a drum intended for steel	0	6.205014705657959
28	diamond earring	COMP-R	diamond earring is an earring that is composed of diamond	1	3.616058111190796
28	diamond earring	PARTONOMY	diamond earring is an earring that is part of diamond	0	3.8374135494232178
28	diamond earring	USG-R	diamond earring is an earring that uses diamond	0	4.241013050079346
28	diamond earring	PROD-R	diamond earring is  an earring that diamond produces	0	5.824301242828369
28	diamond earring	PRODUCTION	diamond earring is an earring that produces diamond	0	5.013307094573975
28	diamond earring	CONT-R	diamond earring is an earring that contains diamond	0	4.25248384475708
28	diamond earring	TOPIC-R	diamond earring is an earring that is about diamond	0	4.438667297363281
28	diamond earring	LOCATION	diamond earring is  an earring that is located in diamond	0	4.856794834136963
28	diamond earring	PURPOSE	diamond earring is an earring intended for diamond	0	4.793642044067383
29	carbon fiber	COMP-R	carbon fiber is a fiber that is composed of carbon	1	3.299544095993042
29	carbon fiber	PARTONOMY	carbon fiber is a fiber that is part of carbon	0	4.545169353485107
29	carbon fiber	USG-R	carbon fiber is a fiber that uses carbon	0	4.421862602233887
29	carbon fiber	PROD-R	carbon fiber is  a fiber that carbon produces	0	6.104542255401611
29	carbon fiber	PRODUCTION	carbon fiber is a fiber that produces carbon	0	4.927539348602295
29	carbon fiber	CONT-R	carbon fiber is a fiber that contains carbon	0	4.318765640258789
29	carbon fiber	TOPIC-R	carbon fiber is a fiber that is about carbon	0	4.718208312988281
29	carbon fiber	LOCATION	carbon fiber is  a fiber that is located in carbon	0	4.813439846038818
29	carbon fiber	PURPOSE	carbon fiber is a fiber intended for carbon	0	5.793740272521973
30	glass fiber	COMP-R	glass fiber is a fiber that is composed of glass	1	3.9481194019317627
30	glass fiber	PARTONOMY	glass fiber is a fiber that is part of glass	0	4.68578577041626
30	glass fiber	USG-R	glass fiber is a fiber that uses glass	0	4.9765448570251465
30	glass fiber	PROD-R	glass fiber is  a fiber that glass produces	0	6.2122721672058105
30	glass fiber	PRODUCTION	glass fiber is a fiber that produces glass	0	5.367843151092529
30	glass fiber	CONT-R	glass fiber is a fiber that contains glass	0	5.049994468688965
30	glass fiber	TOPIC-R	glass fiber is a fiber that is about glass	0	5.417080402374268
30	glass fiber	LOCATION	glass fiber is  a fiber that is located in glass	0	5.388808727264404
30	glass fiber	PURPOSE	glass fiber is a fiber intended for glass	0	6.127771377563477
31	metal file	COMP-R	metal file is a file that is composed of metal	1	4.624924659729004
31	metal file	PARTONOMY	metal file is a file that is part of metal	0	5.172207832336426
31	metal file	USG-R	metal file is a file that uses metal	0	5.814241409301758
31	metal file	PROD-R	metal file is  a file that metal produces	0	7.091461181640625
31	metal file	PRODUCTION	metal file is a file that produces metal	0	6.25921106338501
31	metal file	CONT-R	metal file is a file that contains metal	0	4.826512336730957
31	metal file	TOPIC-R	metal file is a file that is about metal	0	5.58405876159668
31	metal file	LOCATION	metal file is  a file that is located in metal	0	5.718081474304199
31	metal file	PURPOSE	metal file is a file intended for metal	0	6.011286735534668
32	steel girder	COMP-R	steel girder is a girder that is composed of steel	1	3.6164064407348633
32	steel girder	PARTONOMY	steel girder is a girder that is part of steel	0	4.233868598937988
32	steel girder	USG-R	steel girder is a girder that uses steel	0	4.247613430023193
32	steel girder	PROD-R	steel girder is  a girder that steel produces	0	6.033911228179932
32	steel girder	PRODUCTION	steel girder is a girder that produces steel	0	5.120345592498779
32	steel girder	CONT-R	steel girder is a girder that contains steel	0	4.663506984710693
32	steel girder	TOPIC-R	steel girder is a girder that is about steel	0	5.000465393066406
32	steel girder	LOCATION	steel girder is  a girder that is located in steel	0	5.028360366821289
32	steel girder	PURPOSE	steel girder is a girder intended for steel	0	5.251868724822998
33	latex glove	COMP-R	latex glove is a glove that is composed of latex	1	3.6003952026367188
33	latex glove	PARTONOMY	latex glove is a glove that is part of latex	0	4.307864665985107
33	latex glove	USG-R	latex glove is a glove that uses latex	0	4.10971736907959
33	latex glove	PROD-R	latex glove is  a glove that latex produces	0	5.5782470703125
33	latex glove	PRODUCTION	latex glove is a glove that produces latex	0	4.839057922363281
33	latex glove	CONT-R	latex glove is a glove that contains latex	0	4.355161666870117
33	latex glove	TOPIC-R	latex glove is a glove that is about latex	0	4.661537170410156
33	latex glove	LOCATION	latex glove is  a glove that is located in latex	0	4.750876426696777
33	latex glove	PURPOSE	latex glove is a glove intended for latex	0	4.659177780151367
34	silicone implant	COMP-R	silicone implant is an implant that is composed of silicone	1	2.611915349960327
34	silicone implant	PARTONOMY	silicone implant is an implant that is part of silicone	0	3.169100284576416
34	silicone implant	USG-R	silicone implant is an implant that uses silicone	0	2.831778049468994
34	silicone implant	PROD-R	silicone implant is  an implant that silicone produces	0	4.348340034484863
34	silicone implant	PRODUCTION	silicone implant is an implant that produces silicone	0	3.4330334663391113
34	silicone implant	CONT-R	silicone implant is an implant that contains silicone	0	2.8421528339385986
34	silicone implant	TOPIC-R	silicone implant is an implant that is about silicone	0	3.411892890930176
34	silicone implant	LOCATION	silicone implant is  an implant that is located in silicone	0	3.702951431274414
34	silicone implant	PURPOSE	silicone implant is an implant intended for silicone	0	3.4126439094543457
35	leather jacket	COMP-R	leather jacket is a jacket that is composed of leather	1	4.123901844024658
35	leather jacket	PARTONOMY	leather jacket is a jacket that is part of leather	0	4.918095588684082
35	leather jacket	USG-R	leather jacket is a jacket that uses leather	0	4.914616107940674
35	leather jacket	PROD-R	leather jacket is  a jacket that leather produces	0	7.025655269622803
35	leather jacket	PRODUCTION	leather jacket is a jacket that produces leather	0	5.9427595138549805
35	leather jacket	CONT-R	leather jacket is a jacket that contains leather	0	5.319671630859375
35	leather jacket	TOPIC-R	leather jacket is a jacket that is about leather	0	5.520188331604004
35	leather jacket	LOCATION	leather jacket is  a jacket that is located in leather	0	5.504773139953613
35	leather jacket	PURPOSE	leather jacket is a jacket intended for leather	0	5.7268266677856445
36	tweed jacket	COMP-R	tweed jacket is a jacket that is composed of tweed	1	3.862704038619995
36	tweed jacket	PARTONOMY	tweed jacket is a jacket that is part of tweed	0	4.250580787658691
36	tweed jacket	USG-R	tweed jacket is a jacket that uses tweed	0	4.455416202545166
36	tweed jacket	PROD-R	tweed jacket is  a jacket that tweed produces	0	6.1000189781188965
36	tweed jacket	PRODUCTION	tweed jacket is a jacket that produces tweed	0	5.344350337982178
36	tweed jacket	CONT-R	tweed jacket is a jacket that contains tweed	0	4.889930248260498
36	tweed jacket	TOPIC-R	tweed jacket is a jacket that is about tweed	0	4.911049842834473
36	tweed jacket	LOCATION	tweed jacket is  a jacket that is located in tweed	0	5.009823322296143
36	tweed jacket	PURPOSE	tweed jacket is a jacket intended for tweed	0	5.487298965454102
37	grape juice	COMP-R	grape juice is a juice that is composed of grapes	1	3.7908992767333984
37	grape juice	PARTONOMY	grape juice is a juice that is part of grapes	0	4.452305316925049
37	grape juice	USG-R	grape juice is a juice that uses grapes	0	4.312483310699463
37	grape juice	PROD-R	grape juice is  a juice that grapes produce	0	4.901750087738037
37	grape juice	PRODUCTION	grape juice is a juice that produces grapes	0	4.732743740081787
37	grape juice	CONT-R	grape juice is a juice that contains grapes	0	4.25641393661499
37	grape juice	TOPIC-R	grape juice is a juice that is about grapes	0	4.605898380279541
37	grape juice	LOCATION	grape juice is  a juice that is located in grapes	0	4.46486759185791
37	grape juice	PURPOSE	grape juice is a juice intended for grapes	0	5.0921454429626465
38	apple juice	COMP-R	apple juice is a juice that is composed of apples	1	3.9592673778533936
38	apple juice	PARTONOMY	apple juice is a juice that is part of apples	0	4.7427544593811035
38	apple juice	USG-R	apple juice is a juice that uses apples	0	4.464582443237305
38	apple juice	PROD-R	apple juice is  a juice that apples produce	0	5.5403218269348145
38	apple juice	PRODUCTION	apple juice is a juice that produces apples	0	5.004430770874023
