id; compound; class; paraphrase; answer
18; apple cider; COMP-R; a cider that is composed of apples; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'apple cider'? 1. a cider intended for apples; 2. a cider that is located in apples; 3. a cider that contains apples; 4. a cider that is about apples; 5. a cider that produces apples; 6. a cider that uses apples; 7. a cider that apples produce; 8. a cider that is composed of apples; 9. a cider that is part of apples; Answer: 2. a cider that is composed of apples;
19; fur coat; COMP-R; a coat that is composed of fur; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'fur coat'? 1. a coat that contains fur; 2. a coat that is composed of fur; 3. a coat intended for fur; 4. a coat that is part of fur; 5. a coat that produces fur; 6. a coat that uses fur; 7. a coat that is located in fur; 8. a coat that is about fur; 9. a coat that fur produces; Answer: 2. a coat that is composed of fur
20; drug cocktail; COMP-R; a cocktail that is composed of drugs; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'drug cocktail'? 1. a cocktail that is composed of drugs; 2. a cocktail that is part of drugs; 3. a cocktail intended for drugs; 4. a cocktail that uses drugs; 5. a cocktail that produces drugs; 6. a cocktail that is located in drugs; 7. a cocktail that drugs produce; 8. a cocktail that is about drugs; 9. a cocktail that contains drugs; Answer: 8. a cocktail that drugs produce
21; gold coin; COMP-R; a coin that is composed of gold; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'gold coin'? 1. a coin that contains gold; 2. a coin that is composed of gold; 3. a coin that is located in gold; 4. a coin that is about gold; 5. a coin that produces gold; 6. a coin that gold produces; 7. a coin that is part of gold; 8. a coin intended for gold; 9. a coin that uses gold; Answer: 6. a coin that gold produces;
22; sugar cube; COMP-R; a cube that is composed of sugar; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'sugar cube'? 1. a cube that is part of sugar; 2. a cube intended for sugar; 3. a cube that is located in sugar; 4. a cube that is about sugar; 5. a cube that produces sugar; 6. a cube that contains sugar; 7. a cube that sugar produces; 8. a cube that uses sugar; 9. a cube that is composed of sugar; Answer: 1. a cube that is part of sugar
23; cloth diaper; COMP-R; a diaper that is composed of cloth; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'cloth diaper'? 1. a diaper that cloth produces; 2. a diaper that contains cloth; 3. a diaper that is about cloth; 4. a diaper that is composed of cloth; 5. a diaper that is located in cloth; 6. a diaper that uses cloth; 7. a diaper that is part of cloth; 8. a diaper intended for cloth; 9. a diaper that produces cloth; Answer: 8. a diaper that is located in cloth
24; rag doll; COMP-R; a doll that is composed of rag; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'rag doll'? 1. a doll that is located in rag; 2. a doll that is part of rag; 3. a doll that rag produces; 4. a doll intended for rag; 5. a doll that is composed of rag; 6. a doll that is about rag; 7. a doll that uses rag; 8. a doll that produces rag; 9. a doll that contains rag; Answer: 1. a doll that is located in rag
25; fruit drink; COMP-R; a drink that is composed of fruits; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'fruit drink'? 1. a drink that is about fruits; 2. a drink that is composed of fruits; 3. a drink that contains fruits; 4. a drink intended for fruits; 5. a drink that produces fruits; 6. a drink that fruits produce; 7. a drink that is located in fruits; 8. a drink that is part of fruits; 9. a drink that uses fruits; Answer: 7. a drink that is located in fruits; Which is the most likely description of 'fruits'? 1. a group of fruits; 2. a variety of fruits; 3. a type of fruit; 4. several different types of fruits; 5. a mix of different types of fruits; 6. a collection of different types of fruits; 7. various fruits; 8. a variety of fruits; 9. an assortment of different
26; water drop; COMP-R; a drop that is composed of water; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'water drop'? 1. a drop that contains water; 2. a drop that produces water; 3. a drop that is composed of water; 4. a drop that is about water; 5. a drop that is located in water; 6. a drop that uses water; 7. a drop that water produces; 8. a drop intended for water; 9. a drop that is part of water; Answer: 1. a drop that contains water
27; steel drum; COMP-R; a drum that is composed of steel; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'steel drum'? 1. a drum that contains steel; 2. a drum that uses steel; 3. a drum that produces steel; 4. a drum that is about steel; 5. a drum that is located in steel; 6. a drum that is composed of steel; 7. a drum that steel produces; 8. a drum that is part of steel; 9. a drum intended for steel; Answer: 8. a drum that is part of steel
28; diamond earring; COMP-R; an earring that is composed of diamond; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'diamond earring'? 1. an earring that is part of diamond; 2. an earring that diamond produces; 3. an earring that uses diamond; 4. an earring that is located in diamond; 5. an earring that is about diamond; 6. an earring that contains diamond; 7. an earring that is composed of diamond; 8. an earring that produces diamond; 9. an earring intended for diamond; Answer: 5. an earring that is about diamond;
29; carbon fiber; COMP-R; a fiber that is composed of carbon; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'carbon fiber'? 1. a fiber that carbon produces; 2. a fiber that produces carbon; 3. a fiber intended for carbon; 4. a fiber that is part of carbon; 5. a fiber that uses carbon; 6. a fiber that is composed of carbon; 7. a fiber that contains carbon; 8. a fiber that is located in carbon; 9. a fiber that is about carbon; Answer: 5. a fiber that is part of carbon
30; glass fiber; COMP-R; a fiber that is composed of glass; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'glass fiber'? 1. a fiber intended for glass; 2. a fiber that uses glass; 3. a fiber that is part of glass; 4. a fiber that is composed of glass; 5. a fiber that is located in glass; 6. a fiber that contains glass; 7. a fiber that glass produces; 8. a fiber that is about glass; 9. a fiber that produces glass; Answer: 6. a fiber that is located in glass
31; metal file; COMP-R; a file that is composed of metal; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'metal file'? 1. a file that produces metal; 2. a file intended for metal; 3. a file that is composed of metal; 4. a file that contains metal; 5. a file that is about metal; 6. a file that uses metal; 7. a file that is located in metal; 8. a file that is part of metal; 9. a file that metal produces; Answer: 1. a file that produces metal
32; steel girder; COMP-R; a girder that is composed of steel; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'steel girder'? 1. a girder that uses steel; 2. a girder that is part of steel; 3. a girder that produces steel; 4. a girder intended for steel; 5. a girder that steel produces; 6. a girder that is located in steel; 7. a girder that contains steel; 8. a girder that is composed of steel; 9. a girder that is about steel; Answer: 5. a girder that is about steel
33; latex glove; COMP-R; a glove that is composed of latex; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'latex glove'? 1. a glove that produces latex; 2. a glove that is composed of latex; 3. a glove that uses latex; 4. a glove that latex produces; 5. a glove that is located in latex; 6. a glove that is part of latex; 7. a glove intended for latex; 8. a glove that contains latex; 9. a glove that is about latex; Answer: 1. a glove that produces latex
